0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Lanreotide,-0.078188434,-0.04694741,-0.1352659,-0.15742904,0.123022914,0.17249453,0.40444258,-0.59578377,0.13676068,0.09720932,-0.55459625,-0.18451916,0.60976195,-0.094684556,-0.5726467,-0.13642226,0.24863076,-0.47126898,-0.12147636,-0.05864762,-0.025416018,0.07525555,-0.198604,-0.4820169,0.23191562,0.17911592,-0.14445089,0.14317387,-0.012650079,-0.06491057,-0.026087966,0.117630884,-0.11923337,0.022465965,0.081371345,-0.07496236,0.33422592,0.022148332,0.24399862,-0.0010404892,-0.11287666,0.6445701,-0.06503098,0.2828431,-0.29754815,0.10535434,0.14807023,0.43064514,-0.6093813,0.2223779
Lansoprazole,0.07842323,-0.7288699,-0.22755946,-0.17568353,0.5103454,0.18515122,0.098274335,-0.37151283,-0.15131307,0.2612069,-0.1351567,-0.5986222,0.124115035,-0.2858821,-0.2868752,0.12605244,-0.014119887,-0.12483845,0.34110805,-0.021223053,-0.16892819,0.43582502,-0.3282536,-0.1722449,-0.23711492,0.06614075,-0.29934347,0.3939398,-0.18347883,0.23929775,-0.2967567,-0.13120922,-0.353816,-0.37260446,-0.10570739,-0.22730894,0.270192,-0.09038552,-0.064554326,-0.18762486,0.29016995,0.7774641,-0.08227291,-0.1598137,-0.6597119,-0.015716812,0.16545194,-0.20639186,-0.83367324,0.14443994
Lepirudin,0.5078768,-0.42602766,-0.12935577,0.16111603,-0.21140508,0.6677475,-0.08536755,-0.533723,0.5374788,0.043399468,-0.22898161,-0.11532252,0.13534,0.18084684,-0.5125964,-0.14314024,-0.042995267,-0.6382224,0.26381332,0.11024803,-0.22958767,0.2183045,-0.06860333,-0.45256293,0.010337494,-0.106579475,-0.07609344,-0.20767556,0.30844238,0.061182037,0.11282332,-0.13143927,-0.14961798,0.2483695,0.06974706,0.1689748,0.4567033,-0.23468958,-0.17683406,-0.21360734,-0.21014887,0.5049471,-0.4653128,-0.08195816,-0.48203942,0.5299073,0.23626013,0.27641216,-0.3560052,0.013676002
Levamlodipine,0.0959261,-0.14509106,-0.25746858,-0.37443513,-0.1280415,-0.14194654,0.30289742,-0.4327292,-0.27959004,-0.16562764,-0.18482517,-0.03650097,0.015387146,-0.40788448,-0.5228646,-0.18329777,-0.44764015,-0.060940612,-0.33390334,0.117918655,0.0045969645,0.49613217,-0.14249547,-0.74451566,0.17566197,0.34925798,-0.16678326,-0.09824323,-0.13284823,-0.32391205,0.15448211,0.2028175,0.20713343,-0.3444151,-0.14923051,0.18107161,-0.048482068,-0.0991564,-0.11948383,0.4449859,-0.05751336,0.63842714,0.0025829365,0.43823084,-0.08190347,0.23907936,0.112593,0.086594105,-0.48801365,0.17686519
Levomilnacipran,0.36726695,-0.03163517,-0.2517951,-0.10476281,-0.19917388,0.036892805,0.016416343,-0.42138,0.12990306,-0.30241987,-0.50321954,-0.20902368,0.03919308,0.4029218,-0.27302602,0.011925209,0.2007199,-0.55089456,0.41639322,0.20776138,-0.41885012,-0.0097421575,-0.115507245,-0.43957502,0.24481526,0.3038093,-0.31956905,-0.116598055,0.46070105,-0.23073849,0.0465131,-0.30668464,0.049324382,0.027623706,0.35652807,-0.02878669,0.22917485,-0.05647701,-0.17579357,-0.014068433,-0.49581265,0.3393883,-0.64392793,-0.15267621,-0.6569694,0.014035768,0.3005627,0.08561881,-0.5524021,-0.026928447
Magaldrate,-0.07469147,-0.28108183,-0.27130437,-0.5555547,-0.08161241,0.26802894,0.02766033,-0.44198912,0.07496148,-0.057264853,-0.26669925,-0.28451017,0.46529308,-0.18870828,-0.2663177,0.13497482,-0.28818837,-0.27407995,-0.07616488,0.12020086,-0.4096493,0.079645604,0.0021522974,-0.022920076,0.060258824,0.11990069,-0.28475663,0.02735278,-0.21548128,-0.026718577,-0.51707876,0.07080339,-0.4692252,-0.1423759,0.25765994,-0.07835512,0.18078254,0.121174954,0.09768816,-0.20688342,0.11736365,0.7389388,0.022789212,0.03667101,-0.21024767,0.084912784,0.38063607,-0.048259348,-0.8961532,-0.009597509
Magnesium carbonate,0.11556083,-0.007794976,-0.31224987,-0.32608637,0.08153093,0.23777056,0.31827876,-0.275485,0.07332428,0.04593101,-0.32123357,-0.059329025,0.2629883,-0.2640201,-0.36331618,0.11091572,-0.14661056,-0.33764187,0.0125843985,0.19449894,-0.22642471,-0.101172745,-0.079651974,0.08256359,0.05810758,0.20842935,-0.21264361,0.22524403,-0.18706326,-0.10342257,-0.40452802,0.16377543,-0.4677988,-0.06890438,0.31732827,0.070219316,0.44321054,0.12996008,0.11344419,-0.19947429,0.021629052,0.8149136,0.074011184,0.010205611,-0.05571668,0.14115927,0.4731162,-0.15156014,-0.8689132,-0.041128855
Magnesium hydroxide,-0.22054447,-0.0076937582,0.03812592,-0.43989328,-0.09051128,0.16535212,0.03030934,0.015314506,-0.11755929,-0.41252914,-0.19660495,0.14492859,0.018161228,-0.5594431,-0.5778569,0.009776231,-0.0829773,-0.37586784,0.055405606,0.3028143,-0.036474355,0.35574925,-0.34755686,-0.1656197,-0.18522245,0.15671441,-0.08510849,0.056062974,0.06889954,-0.22416061,-0.7101335,0.10576375,-0.16733271,-0.03331516,-0.23397318,0.16504394,0.3728835,0.07818664,-0.0532927,-0.46430737,-0.19322565,0.9160789,0.06321125,-0.12284729,-0.22554341,0.48731172,0.3343941,-0.122843675,-0.27601865,-0.028747397
Magnesium oxide,0.105418466,-0.14745334,-0.2644876,-0.4109237,0.11678449,0.29959765,0.08954255,-0.31953415,-0.007398414,0.022496885,-0.31339064,-0.1303974,0.29445472,-0.23811056,-0.22234915,0.102556296,-0.13111748,-0.15110356,0.040814906,0.2557527,-0.17977719,0.08780255,-0.09660857,-0.118218705,0.18341196,0.29372886,-0.2227397,0.08008324,-0.07619229,-0.08689219,-0.3126023,0.050374616,-0.3935372,-0.22678976,0.15203986,0.082235694,0.24488708,0.17184524,0.07916887,-0.4200826,0.06876035,0.81961054,-0.0131840855,0.050798606,-0.060179178,0.21239588,0.35027784,-0.12970917,-0.8681414,-0.07545732
Meclofenamic acid,0.20743129,-0.062236387,-0.13542046,0.082808524,-0.07578862,0.4507048,0.27873218,-0.32415387,0.81536585,0.43719712,0.06307841,-0.06352307,0.15388139,0.22934435,-0.3297091,-0.16310856,0.24668892,-0.48533845,0.33800805,0.4847085,-0.2101974,-0.02747079,0.032118104,-0.40222335,0.1697232,-0.28798276,-0.11717483,0.08791128,0.08070344,0.040783457,0.13689926,0.1683644,-0.034865998,0.015476033,0.05273039,-0.0102261305,0.59926385,0.16181074,-0.16066566,0.1667019,-0.48244113,0.50789243,-0.03172894,0.32591882,-0.63423395,0.23072037,0.12665413,-0.010860981,-0.46083343,-0.073276244
Mefenamic acid,0.44317213,0.009493465,-0.3567464,0.1460141,-0.027402598,0.34927776,0.22860992,-0.42940098,0.5314814,0.25924757,0.06305332,-0.17670526,0.41256225,0.24557626,-0.18021855,-0.07011369,0.23390032,-0.7205094,0.13381995,0.29644716,-0.036986817,0.14487848,0.052193426,-0.2159052,0.25464875,-0.2613526,-0.38603827,0.032657035,0.0020575712,-0.12634388,0.26372138,-0.02272793,-0.2048514,-0.07431831,0.08216521,-0.10783682,0.54027814,0.11215508,-0.11763984,-0.061833035,-0.50622535,0.49781528,-0.01949153,0.3876981,-0.5761658,0.25759935,0.07625354,-0.14142968,-0.28763503,-0.09705854
Meloxicam,0.4595548,0.08474056,-0.31488633,0.098437436,-0.0034000175,0.2418913,0.38397178,-0.46997577,0.48440027,0.30359906,-0.15853935,-0.1637627,0.11522185,0.28011775,-0.42751044,-0.3810791,0.2110336,-0.547231,0.16148902,0.18060097,-0.13779409,0.14092778,0.029378792,-0.46737605,0.041061062,-0.2730804,-0.088514745,0.10560537,0.05240539,-0.11522519,0.18114135,0.20736548,-0.36097693,-0.1280916,0.19661875,0.008575338,0.6113665,0.10714774,0.04417163,-0.12219133,-0.38016096,0.5483173,-0.04394722,0.35366678,-0.5194904,0.31426463,0.0810937,-0.16062647,-0.1920897,-0.018119728
Milnacipran,0.46909842,0.28517088,-0.1806231,0.23974708,-0.07158781,-0.092554696,0.4587932,-0.20920354,0.44225654,0.19063579,0.051572926,-0.22056468,0.123264305,0.02434391,0.16637854,-0.3243283,0.44903857,-0.4335656,0.3611104,0.30144572,-0.34815922,-0.18152605,-0.00563991,-0.5029326,0.21780923,0.1677731,-0.4015114,-0.15830928,0.3400674,0.024951398,0.15776809,-0.26963174,-0.23988459,0.19060928,0.32394737,0.08863657,0.32909536,0.030312447,-0.19129643,0.37545416,-0.7291787,0.3979373,-0.2284816,0.27485606,-0.7850192,0.17510593,0.5059463,-0.3203167,-0.23466969,-0.14440198
Nabumetone,0.17226358,-0.1796588,-0.09157983,0.29375914,0.1670646,0.24389015,0.17034137,-0.4498579,0.6447861,0.46455088,0.19750151,-0.31601712,0.11397806,0.20880741,-0.3790851,-0.18151666,0.13557024,-0.5800045,0.33009332,0.42779312,-0.22543475,0.0975458,-0.07618701,-0.6635368,0.027544172,-0.3574261,-0.12415021,-0.052580826,0.20884576,-0.020918816,0.25781953,0.063118435,-0.09698768,-0.015100148,-0.17325297,0.19775005,0.6080759,0.069269314,-0.06626204,-0.08522165,-0.45124528,0.38323966,-0.027359117,0.19370012,-0.64366066,0.08436856,0.03737982,-0.053241648,-0.36379373,-0.08265363
Naproxen,0.5172698,-0.23036876,-0.44623652,0.31781036,0.22466516,0.2403731,0.18390948,-0.38742206,0.33083767,0.19658427,-0.12165401,-0.18626432,0.18244012,0.14127992,-0.29200447,0.16698068,0.055715084,-0.6951733,0.07114316,0.3718881,0.08631221,-0.0064376723,-0.10118929,-0.29962087,0.27074054,-0.29066077,-0.24789494,-0.292155,0.09575098,-0.005442339,-0.020954886,0.10414055,-0.16270626,-0.09252315,0.08363203,-0.06623007,0.55067235,0.007948972,-0.161633,-0.017815225,-0.18683293,0.67832917,-0.021243623,0.24833971,-0.55175155,0.16753507,-0.169529,-0.090026125,-0.33611676,-0.12528093
Nepafenac (ophthalmic),0.21262583,0.052082315,-0.09143416,0.039441135,-0.3223666,0.4599846,0.0896358,-0.6476798,0.5096559,0.2992372,-0.22894073,0.004991388,0.24279937,0.11043288,-0.6866188,-0.10559161,0.37361953,-0.6329359,0.35996068,0.22017142,-0.3077505,-0.16035332,-0.043029435,-0.46963096,0.10791578,0.20832065,-0.21211366,-0.31738406,0.4660128,-0.0244883,-0.41404685,-0.27633697,0.03798799,0.4561918,0.35557958,0.14225614,0.38897273,-0.048607938,-0.20954297,-0.18127325,-0.37017393,0.5049138,-0.5118231,-0.06883867,-0.41784197,0.69354373,0.42186788,0.18677029,-0.5311074,0.003671414
Nizatidine,-0.08337796,-0.3810707,-0.15151574,-0.20001061,-0.2300233,0.12773423,0.31096867,-0.33065328,-0.2914209,-0.2736607,-0.33316347,-0.33694595,0.24029613,-0.38916904,-0.38147697,0.39871237,-0.081605054,-0.05217244,0.080381416,0.029187964,-0.31187257,0.055152148,-0.24266905,-0.25749353,-0.20493628,0.3176589,-0.17342436,0.08086201,0.16448325,-0.112750396,-0.4302788,-0.028542215,-0.4225498,-0.10489067,-0.1480212,-0.38721922,0.06272263,-0.10901262,0.14078146,-0.08064532,-0.25963095,0.4092491,-0.21565193,-0.27544063,-0.5743948,0.0685601,0.67160505,-0.05332167,-0.6360939,0.22404501
Octreotide,-0.21266422,0.006858693,-0.048132136,-0.2256066,-0.22734042,0.26312754,0.23698193,-0.5936389,-0.057127863,0.08166238,-0.5951078,-0.05386637,0.6472038,-0.09466038,-0.30511838,0.047095485,0.25318334,-0.23793049,-0.07809447,0.059937984,0.05734211,0.22410117,-0.044232793,-0.5582236,0.30480707,0.22157764,-0.21055533,0.004883417,-0.14526656,0.035554532,-0.14106719,0.33073124,-0.16514857,-0.056318335,-0.03739885,-0.37762025,0.24883413,0.23799472,0.22784911,0.14786772,-0.18070325,0.6573711,-0.09820291,0.16178362,-0.15393065,-0.07552153,0.24351044,0.30471143,-0.58188075,-0.09463278
Omeprazole,0.0945032,-0.6651452,-0.21247418,-0.3922759,0.43230867,0.43544525,0.2484201,-0.5558157,-0.07015685,0.09380903,-0.12747037,-0.47729355,0.022934122,-0.33702448,-0.3554118,-0.06869742,0.16262609,-0.22381543,0.20036551,-0.1025145,-0.29492924,0.29399577,-0.045087025,0.052676294,-0.003338994,-0.04339691,-0.17466122,0.14807707,-0.18817621,-0.006761348,-0.4984938,0.18570563,-0.36292696,-0.11491448,0.009902842,-0.31184024,0.09680287,-0.08682019,-0.20717417,-0.25082234,0.23315367,0.7794497,-0.0155717125,-0.17090781,-0.5138292,0.16349617,0.090316735,-0.19354796,-1.0694275,0.2621811
Oxaprozin,0.43776324,0.15692574,-0.20888923,0.2524981,-0.22700162,0.3267054,0.28575653,-0.34254852,0.64409244,0.47459042,0.0835069,-0.16678718,0.20568772,0.31465077,-0.13297501,-0.17947999,0.24814735,-0.6448635,0.34556484,0.4218837,-0.27282354,-0.0019389862,0.08758719,-0.43955654,0.24153762,-0.34308758,0.05974753,0.06721544,0.21025404,0.004192781,0.061306883,0.070555024,0.04093585,0.08265892,-0.17609036,0.003409813,0.70738745,0.15913841,-0.10951801,0.17713736,-0.6495722,0.499029,-0.17331362,0.36433196,-0.48480028,0.20617378,0.090222806,-0.041709293,-0.2093013,-0.11089232
Pantoprazole,0.24395122,-0.57153994,-0.30757675,-0.22809914,0.333182,0.10375928,0.35765246,-0.3672853,-0.21127081,0.02010008,-0.26584306,-0.69154924,-0.025635058,-0.29615197,-0.087419264,0.197015,0.065075606,-0.22842303,0.14188857,-0.16221523,-0.43647608,0.16910882,-0.24481818,0.0020236094,0.07108858,0.069658555,-0.24593037,0.05483183,0.077481136,0.083610944,-0.39059645,-0.11736532,-0.39366543,-0.30431065,0.25809345,-0.35751688,0.35292506,-0.007073812,-0.17665982,-0.45547998,0.4206985,0.78659755,-0.22236755,-0.15482362,-0.75514233,0.13055705,0.04092241,-0.0784838,-0.7642497,0.13720186
Pasireotide,-0.1483307,0.25249583,-0.120486796,-0.23082316,-0.017643267,-0.21774668,0.28364074,0.15307294,0.06750753,-0.04853438,0.06033724,-0.042590518,-0.03180291,-0.29093695,-0.2326547,0.005426609,0.15831196,-0.60491705,0.09208763,0.31946865,-0.08544543,0.3045176,0.015554033,-0.5072758,-0.22246252,0.035997014,-0.1304082,-0.037293013,-0.034448415,-0.08688336,-0.1748649,0.10662668,-0.2928511,0.09653549,-0.20346229,0.008932117,0.52702874,-0.33956984,0.093733706,-0.56974316,-0.53931814,0.43914288,0.27895626,0.28699777,-0.395908,0.20612445,0.3429891,0.023396324,-0.13052295,-0.13064395
Pentosan polysulfate,0.3491064,-0.13176575,-0.20593646,0.058610063,-0.30270225,0.5206134,0.13714923,-0.674041,0.47613215,0.1560412,-0.3969756,-0.11783782,0.12650554,0.17698637,-0.5203777,-0.08800285,0.44491187,-0.528057,0.3524478,0.07716732,-0.32009235,-0.12895605,0.11508397,-0.3762076,0.21235888,0.09003282,-0.22939745,-0.41599804,0.3981982,-0.08557774,-0.25322467,-0.24426869,-0.16577505,0.39995387,0.28680673,0.1810657,0.33297428,0.023881393,-0.2500848,-0.17967297,-0.42776114,0.5618965,-0.762395,-0.24541445,-0.50936764,0.5870659,0.3943964,0.2254263,-0.5626705,-0.07333335
Pentoxifylline,0.3679874,-0.22785291,-0.27359524,-0.058962245,-0.0088189095,0.29363856,0.19414994,-0.59206045,0.06607555,0.034207627,-0.37940457,-0.13690549,0.15786064,0.09401559,-0.39867625,0.087123394,0.0005989403,-0.48491392,0.21898872,0.2563354,-0.21776316,0.04173503,0.031951755,-0.19827358,0.25684163,0.155252,-0.32937184,-0.14816259,-0.047998782,-0.11217599,0.104322456,-0.07979226,-0.124658026,0.026820486,0.16787669,-0.031682882,0.26815778,-0.28020182,-0.068261854,-0.18205018,-0.2531039,0.42458344,-0.34271723,-0.06361371,-0.48569244,0.25641763,0.35268274,0.12313614,-0.4227753,0.0794292
Piroxicam,0.60473603,0.0007375255,-0.27856532,0.067246705,-0.069354974,0.15441488,0.2326838,-0.18781586,0.53740805,0.19939478,-0.09591886,-0.268666,0.27945888,0.1810881,-0.07715629,-0.22981994,0.28462115,-0.72851527,0.2967668,0.23049319,0.018689882,0.07188537,0.09819216,-0.3770131,0.17900605,-0.277459,-0.06557933,0.0468578,-0.1422942,-0.052623667,0.24281785,0.06379192,-0.2746582,-0.20154817,0.08776157,-0.19637448,0.60848814,0.06941354,-0.22956362,-0.07379523,-0.38723445,0.38443422,0.006704436,0.25294435,-0.43321028,0.23613742,0.12356412,-0.037751965,-0.38194448,-0.07691733
Pitolisant,-0.29604527,-0.08725691,-0.046459895,-0.41260442,-0.22619706,-0.031180823,0.0683095,-0.051756322,-0.34169623,-0.2788616,0.003909,-0.05103068,0.08245591,-0.26854575,-0.2641774,-0.020437311,-0.047683503,-0.23025252,-7.7389275e-05,0.34827906,-0.02120058,0.16441743,0.14722526,-0.23572344,-0.04823539,-0.12941274,0.010663912,0.08865093,-0.10481346,-0.44317073,-0.4570621,-0.08671637,-0.46425295,0.001934927,-0.054924402,0.24734344,0.24034177,-0.3224024,0.028561419,-0.5729853,-0.019319346,0.64086014,-0.27368784,-0.029672815,-0.360192,0.09561324,0.468424,-0.024073334,-0.20600536,-0.06579918
Plicamycin,0.6615125,0.43708634,-0.1225719,0.05845724,-0.43355867,0.16406184,0.46152726,-0.6787561,-0.031304974,0.4275011,-0.3748126,0.10053015,0.33050683,0.26548508,-0.84284335,0.09512018,0.6941758,-0.19447194,-0.09979888,0.48665115,-0.34853405,0.037420835,0.20367347,0.08392826,0.37771636,-0.0394754,0.1653365,-0.47382438,-0.10231527,-0.25598308,-0.43224633,-0.2324797,0.107965484,0.27722648,0.4442586,0.046314534,0.23667458,-0.01938762,-0.40264487,0.53349686,-0.5333291,0.26719335,-0.7211875,-0.27384755,-0.11972797,0.48748037,0.49609074,0.36702582,-0.24077304,-0.063099906
Prasugrel,0.31048784,-0.113736935,-0.13705745,0.024851477,-0.14224364,0.4963226,0.048489135,-0.48567593,0.39189,0.22175124,-0.12647632,-0.07902433,0.18968616,0.16629146,-0.5079652,-0.41419977,0.2722338,-0.5722494,0.4804501,0.13992576,-0.085823484,-0.015654583,0.022982176,-0.37054095,0.002880835,0.15224697,-0.42567906,-0.28926083,0.34435824,-0.045600183,-0.16364075,-0.18213779,-0.21247144,0.30908993,0.33587858,0.2905165,0.40718588,-0.022098625,-0.23822255,-0.11691665,-0.3328341,0.6755772,-0.68291146,-0.25520578,-0.67150563,0.4585595,0.42454946,0.21511802,-0.377671,-0.10823964
Rabeprazole,0.03456264,-0.5366987,-0.28912175,-0.3295094,0.1693905,0.17089838,0.21594082,-0.6066779,-0.3743275,0.19822346,-0.21487194,-0.48604098,-0.040758796,-0.27559254,-0.3051088,0.24855725,-0.052445605,-0.2693782,0.10625178,0.00714488,-0.18737808,0.098021924,-0.18440406,-0.02071539,-0.059883002,0.23330425,-0.26921716,0.15803607,-0.024485005,0.2514705,-0.5751993,-0.034786347,-0.5548829,-0.23065442,0.23351516,-0.3531373,0.18876792,-0.06762765,-0.09301612,-0.3496711,0.45077953,0.8404495,-0.052613903,-0.1644644,-0.602997,0.11965233,0.19992834,-0.27279863,-0.93396294,0.121486135
Ramucirumab,0.33403495,0.07356218,-0.30209166,-0.08422281,-0.2263942,0.26037717,0.60943866,-0.7299606,0.54576,0.24353373,-0.21766052,-0.0073140487,0.17362662,0.319606,-0.44764224,0.05658412,0.6561188,-0.504152,0.12419827,0.35563448,-0.4960446,-0.45630512,0.2158955,-0.29016736,0.55602896,0.25894478,-0.128752,-0.37777227,0.27854085,-0.44821107,0.019579718,-0.27208355,-0.03734562,0.22909656,0.10712568,0.53114337,0.47446173,0.25412142,-0.46055484,-0.18318613,-0.27724683,0.68657196,-0.7670335,-0.26921,-0.18698834,0.95822245,0.13022347,-0.037695765,-0.47190723,0.20442052
Ranitidine,0.008813247,-0.5199299,-0.22600207,-0.010224563,-0.03863842,0.2565687,-0.026172997,-0.1171058,-0.07358141,-0.29470852,-0.29106715,-0.14306262,0.08639657,-0.2738881,-0.38572913,0.42818785,-0.15767908,0.19938023,0.12738772,0.16719864,-0.37506583,-0.04616492,-0.028144196,-0.28859225,-0.3834039,0.3661114,-0.2632068,0.071778044,0.06383914,0.14547649,-0.41033703,0.017388163,-0.6838611,-0.2316088,-0.06906252,-0.43872648,0.24370757,0.00059262605,-0.05497013,-0.0036106,-0.08002443,0.6588459,0.012075191,-0.05677776,-0.48757273,-0.010477888,0.5851934,-0.445962,-0.78877187,0.16713317
Ranitidine (bismuth citrate),0.079195306,-0.2851996,-0.0788085,-0.33760884,-0.027510595,0.23845536,0.23551752,-0.4005366,-0.11761083,-0.011173228,-0.2991601,-0.15082628,0.43910232,-0.4011567,-0.48847893,0.29058644,0.033427946,0.07899976,0.11502128,0.17170218,-0.15641585,-0.12797463,-0.11264571,-0.16241832,-0.07584626,0.3219871,-0.21068256,0.13911933,-0.123239204,0.04594961,-0.14678259,-0.08972967,-0.51193905,-0.092889674,-0.13347174,-0.27654386,0.058390863,-0.12836826,-0.025398659,-0.15359391,-0.27645215,0.48526362,-0.16223873,0.07836927,-0.46538168,0.12923923,0.6602373,-0.12505421,-0.6313638,0.32197616
Reteplase,0.34286353,-0.068789445,-0.19903491,0.081906706,-0.31915432,0.45449284,0.27320546,-0.5926609,0.46883136,0.27728152,-0.15836659,0.14015837,0.4138324,0.18981574,-0.60640776,-0.23493074,0.19017069,-0.7557834,0.4000037,0.13449027,-0.03372658,-0.08685801,-0.021361709,-0.37102622,0.035045844,0.27401918,-0.32531682,-0.21864651,0.20468633,-0.009302024,0.0050550457,-0.12365867,0.03594759,0.3729388,0.25304073,0.16425236,0.49405497,0.20287587,-0.035424236,-0.06810053,-0.36678395,0.6918575,-0.5088972,-0.055621367,-0.3801932,0.37947977,0.22376788,0.15792231,-0.78904366,0.008266662
Rivaroxaban,0.75069964,-0.15574253,0.051418245,-0.2115513,-0.13152467,0.23900278,0.2908107,-0.36842012,0.11582185,-0.11589248,-0.24578144,0.23362115,-0.098421216,-0.2873291,-0.3833095,-0.078755654,-0.22624847,-0.44741917,0.05204955,0.33558783,-0.059037324,0.42781267,0.21510132,-0.5208011,0.2827469,0.19127971,-0.44512,-0.4761382,-0.013225681,-0.116486594,0.095965475,0.040640753,-0.102474794,0.098547615,0.409546,0.44372928,0.15614094,-0.030509695,-0.32401955,-0.076123886,-0.0069016805,0.4846122,-0.30352303,0.41636157,-0.08787185,0.418792,0.2706743,0.53072876,-0.47523984,0.029064968
Sibutramine,0.2678756,0.03624336,-0.17072906,-0.14202175,-0.26271674,0.30766687,0.0905307,-0.44705167,0.09154983,-0.21138021,-0.60305804,-0.11636833,0.3674644,0.38115498,-0.069130145,0.085317075,0.05925705,-0.19413762,0.25813538,-0.0021413253,-0.34231105,0.20557643,-0.007666113,-0.56246424,0.10916967,0.18898825,-0.30654883,-0.32075027,0.4906748,-0.016941871,0.1528253,-0.059588145,-0.055357672,-0.17317662,0.1586001,-0.097106844,0.27367675,-0.07135885,-0.166362,0.06134229,-0.53317875,0.42340916,-0.61133707,0.10836062,-0.68077177,0.19584788,0.18871786,0.3747187,-0.40453857,0.0018011061
Sodium bicarbonate,-0.025191851,-0.11775236,-0.16176562,-0.5060811,0.19784431,0.41174403,0.13029173,-0.26391745,-0.07289063,-0.049042176,-0.1216874,-0.18195714,0.23937634,-0.4133124,-0.24641207,0.3655634,-0.2866075,-0.13634488,-0.038613256,0.43054187,-0.2022278,-0.07801193,-0.05008115,-0.10026365,-0.12916124,0.19995207,-0.17113265,0.19458523,-0.043397486,0.040977668,-0.5032391,0.018929737,-0.5914864,-0.1546478,0.10625201,-0.13944389,0.16843948,0.10009789,0.19230662,-0.48228052,-0.14486216,0.8687314,0.021770947,0.08242828,-0.12902048,0.259905,0.53257275,-0.15912949,-0.9192718,-0.048652116
